,Unnamed: 0,zip,1br,2br,3br,4br,year,county
0,0,94558,1090,1460,2080,2050,2014,Napa County
6,0,94558,1280,1660,2420,2690,2017,Napa County
15,0,94558,1020,1320,1830,2070,2012,Napa County
18,0,94558,1420,1880,2720,2960,2019,Napa County
27,0,94558,1000,1340,1910,1880,2013,Napa County
30,0,94558,1090,1420,1960,2230,2011,Napa County
33,0,94558,1170,1540,2200,2440,2016,Napa County
42,0,94558,1170,1560,2230,2190,2015,Napa County
48,0,94558,1350,1780,2580,2860,2018,Napa County
57,2,94533,850,1070,1580,1870,2014,Solano County
58,3,94533,900,1130,1640,1990,2017,Solano County
59,1,94533,990,1140,1600,1970,2012,Solano County
60,3,94533,1140,1390,2010,2440,2019,Solano County
61,1,94533,850,1070,1580,1870,2013,Solano County
62,1,94533,1020,1170,1640,2020,2011,Solano County
63,3,94533,930,1160,1690,2030,2016,Solano County
64,2,94533,890,1110,1640,1940,2015,Solano County
65,3,94533,1060,1310,1910,2310,2018,Solano County
66,3,95620,1000,1250,1840,2190,2014,Yolo County
70,4,95620,900,1120,1630,1970,2017,Yolo County
74,2,95620,1130,1300,1820,2250,2012,Yolo County
78,4,95620,1030,1250,1810,2190,2019,Yolo County
82,2,95620,1000,1250,1840,2190,2013,Yolo County
86,2,95620,1100,1260,1770,2180,2011,Yolo County
90,4,95620,950,1200,1750,2100,2016,Yolo County
94,3,95620,1030,1290,1900,2260,2015,Yolo County
98,4,95620,950,1180,1710,2070,2018,Yolo County
102,5,95476,1050,1410,2010,1980,2014,Napa County
106,6,95476,1220,1590,2310,2580,2017,Napa County
110,4,95476,1010,1310,1810,2060,2012,Napa County
114,6,95476,1490,1940,2810,3390,2019,Napa County
118,4,95476,970,1300,1850,1820,2013,Napa County
122,4,95476,1090,1410,1950,2220,2011,Napa County
126,6,95476,1140,1500,2150,2370,2016,Napa County
130,5,95476,1130,1510,2150,2120,2015,Napa County
134,6,95476,1460,1890,2760,3340,2018,Napa County
138,7,94559,980,1310,1870,1840,2014,Napa County
139,8,94559,1080,1410,2050,2290,2017,Napa County
140,6,94559,950,1230,1700,1930,2012,Napa County
141,8,94559,1270,1680,2430,2650,2019,Napa County
142,6,94559,900,1200,1710,1680,2013,Napa County
143,6,94559,1020,1320,1830,2070,2011,Napa County
144,8,94559,1000,1320,1890,2090,2016,Napa County
145,7,94559,1050,1400,2000,1960,2015,Napa County
146,8,94559,1220,1600,2330,2580,2018,Napa County
147,8,94954,1110,1450,2140,2500,2014,Sonoma County
148,9,94954,1430,1850,2690,3260,2017,Sonoma County
149,7,94954,1070,1350,1920,2240,2012,Sonoma County
150,9,94954,1770,2310,3340,4040,2019,Sonoma County
151,7,94954,1180,1550,2280,2680,2013,Sonoma County
152,7,94954,1170,1480,2100,2460,2011,Sonoma County
153,9,94954,1270,1640,2390,2860,2016,Sonoma County
154,8,94954,1210,1590,2340,2750,2015,Sonoma County
155,9,94954,1700,2210,3210,3890,2018,Sonoma County
156,9,94571,770,970,1430,1720,2014,Sacramento County
160,10,94571,900,1130,1640,1990,2017,Sacramento County
164,8,94571,770,940,1360,1550,2012,Sacramento County
168,10,94571,1130,1380,2000,2420,2019,Sacramento County
172,8,94571,780,980,1440,1740,2013,Sacramento County
176,8,94571,830,1010,1460,1670,2011,Sacramento County
180,10,94571,910,1150,1680,2010,2016,Sacramento County
184,9,94571,780,980,1440,1740,2015,Sacramento County
188,10,94571,1010,1250,1820,2200,2018,Sacramento County
192,11,94535,1390,1740,2560,3050,2014,Solano County
193,12,94535,1380,1730,2520,3050,2017,Solano County
194,10,94535,1460,1670,2340,2880,2012,Solano County
195,12,94535,1580,1920,2780,3370,2019,Solano County
196,10,94535,1400,1750,2580,3070,2013,Solano County
197,10,94535,1100,1260,1770,2180,2011,Solano County
198,12,94535,1440,1810,2640,3160,2016,Solano County
199,11,94535,1440,1810,2670,3170,2015,Solano County
200,12,94535,1470,1820,2650,3200,2018,Solano County
201,12,94503,1230,1640,2340,2300,2014,Napa County
205,13,94503,1480,1920,2790,3120,2017,Napa County
209,11,94503,1130,1470,2030,2310,2012,Napa County
213,13,94503,1470,1940,2810,3050,2019,Napa County
217,11,94503,1130,1510,2150,2120,2013,Napa County
221,11,94503,1090,1410,1950,2220,2011,Napa County
225,13,94503,1430,1880,2690,2970,2016,Napa County
229,12,94503,1310,1750,2500,2450,2015,Napa County
231,13,94503,1380,1820,2640,2930,2018,Napa County
235,14,94949,1390,1710,2340,2810,2014,Marin County
236,15,94949,2200,2690,3600,4300,2017,Marin County
237,13,94949,1470,1740,2360,2920,2012,Marin County
238,15,94949,2410,2980,3900,4140,2019,Marin County
239,13,94949,1330,1640,2250,2690,2013,Marin County
240,13,94949,1470,1730,2330,2720,2011,Marin County
241,15,94949,1660,2040,2730,3170,2016,Marin County
242,13,94949,1460,1800,2460,2960,2015,Marin County
243,15,94949,2640,3300,4300,4590,2018,Marin County
244,15,94945,1280,1580,2160,2590,2014,Marin County
245,16,94945,2030,2480,3320,3970,2017,Marin County
246,14,94945,1330,1570,2130,2640,2012,Marin County
247,16,94945,2320,2870,3760,3980,2019,Marin County
249,14,94945,1230,1520,2080,2500,2013,Marin County
250,14,94945,1330,1570,2110,2470,2011,Marin County
251,16,94945,1470,1800,2410,2800,2016,Marin County
252,14,94945,1340,1660,2270,2730,2015,Marin County
253,16,94945,2520,3150,4110,4380,2018,Marin County
254,16,94512,930,1160,1710,2030,2014,Solano County
255,17,94512,1000,1250,1820,2200,2017,Solano County
256,15,94512,1070,1230,1720,2120,2012,Solano County
257,18,94512,1180,1440,2080,2530,2019,Solano County
258,15,94512,930,1170,1720,2050,2013,Solano County
259,15,94512,1100,1260,1770,2180,2011,Solano County
260,17,94512,1020,1280,1870,2230,2016,Solano County
261,15,94512,970,1210,1780,2120,2015,Solano County
262,17,94512,1090,1340,1950,2360,2018,Solano County
263,17,94591,1050,1410,2010,1980,2014,Napa County
267,18,94591,1220,1590,2310,2580,2017,Napa County
271,16,94591,1170,1340,1880,2310,2012,Napa County
273,19,94591,1390,1690,2440,2960,2019,Napa County
277,16,94591,1040,1300,1920,2280,2013,Napa County
279,16,94591,1200,1380,1930,2380,2011,Napa County
281,18,94591,1140,1500,2150,2370,2016,Napa County
285,16,94591,1070,1340,1970,2350,2015,Napa County
287,18,94591,1270,1570,2280,2760,2018,Napa County
291,19,94510,960,1200,1770,2100,2014,Solano County
292,20,94510,1050,1310,1910,2310,2017,Solano County
293,17,94510,1070,1230,1720,2120,2012,Solano County
294,21,94510,1260,1530,2210,2680,2019,Solano County
295,17,94510,960,1200,1770,2100,2013,Solano County
296,17,94510,1100,1260,1770,2180,2011,Solano County
297,20,94510,1080,1350,1970,2360,2016,Solano County
298,17,94510,990,1240,1830,2170,2015,Solano County
299,20,94510,1140,1410,2040,2470,2018,Solano County
300,20,94592,930,1160,1710,2030,2014,Solano County
301,21,94592,1000,1250,1820,2200,2017,Solano County
302,18,94592,1070,1230,1720,2120,2012,Solano County
303,22,94592,1770,2160,3120,3790,2019,Solano County
304,18,94592,930,1170,1720,2050,2013,Solano County
305,18,94592,1100,1260,1770,2180,2011,Solano County
306,21,94592,1020,1280,1870,2230,2016,Solano County
307,18,94592,970,1210,1780,2120,2015,Solano County
308,21,94592,1630,2010,2930,3540,2018,Solano County
309,21,94589,960,1200,1770,2100,2014,Napa County
311,22,94589,1220,1590,2310,2580,2017,Napa County
315,19,94589,1010,1310,1810,2060,2012,Napa County
319,23,94589,1220,1490,2150,2610,2019,Napa County
323,19,94589,970,1300,1850,1820,2013,Napa County
327,19,94589,1090,1410,1950,2220,2011,Napa County
331,22,94589,1140,1500,2150,2370,2016,Napa County
335,19,94589,990,1240,1830,2170,2015,Napa County
337,22,94589,1120,1440,2090,2440,2018,Napa County
341,22,94947,1560,1930,2640,3170,2014,Marin County
342,24,94947,2120,2590,3470,4140,2017,Marin County
343,21,94947,1700,2010,2730,3370,2012,Marin County
344,25,94947,2260,2830,3690,3930,2019,Marin County
345,21,94947,1510,1860,2550,3050,2013,Marin County
346,21,94947,1710,2010,2700,3160,2011,Marin County
347,24,94947,1660,2040,2730,3170,2016,Marin County
348,20,94947,1640,2030,2780,3330,2015,Marin County
349,24,94947,2510,3140,4100,4360,2018,Marin County
350,23,94590,770,970,1430,1700,2014,Solano County
351,25,94590,830,1040,1510,1830,2017,Solano County
352,22,94590,920,1050,1470,1810,2012,Solano County
353,26,94590,1160,1410,2040,2470,2019,Solano County
354,22,94590,780,980,1440,1720,2013,Solano County
355,22,94590,990,1140,1600,1970,2011,Solano County
356,25,94590,850,1070,1560,1870,2016,Solano County
357,21,94590,810,1010,1490,1770,2015,Solano County
358,25,94590,1100,1350,1970,2380,2018,Solano County
359,24,94946,1230,1520,2080,2500,2014,Marin County
360,26,94946,2140,2610,3500,4180,2017,Marin County
361,23,94946,1360,1610,2180,2700,2012,Marin County
362,27,94946,2290,2860,3730,3970,2019,Marin County
363,23,94946,1190,1470,2010,2410,2013,Marin County
364,23,94946,1370,1610,2170,2530,2011,Marin County
365,26,94946,1640,2010,2690,3120,2016,Marin County
366,22,94946,1300,1610,2200,2640,2015,Marin County
367,26,94946,2540,3170,4140,4410,2018,Marin County
368,25,94561,1430,1770,2420,2910,2014,Contra Costa County
369,27,94561,2010,2450,3280,3920,2017,Contra Costa County
370,24,94561,1570,1860,2520,3120,2012,Contra Costa County
371,28,94561,1770,2220,3060,3760,2019,Contra Costa County
372,24,94561,1380,1700,2330,2790,2013,Contra Costa County
373,24,94561,1580,1860,2500,2930,2011,Contra Costa County
374,27,94561,1490,1830,2450,2840,2016,Contra Costa County
375,23,94561,1510,1870,2560,3070,2015,Contra Costa County
376,27,94561,1960,2460,3400,4170,2018,Contra Costa County
377,26,94525,880,1090,1490,1790,2014,Contra Costa County
378,28,94525,1360,1660,2220,2660,2017,Contra Costa County
379,25,94525,880,1040,1410,1750,2012,Contra Costa County
380,29,94525,1670,2100,2900,3560,2019,Contra Costa County
381,25,94525,850,1050,1440,1720,2013,Contra Costa County
382,25,94525,1300,1530,2060,2410,2011,Contra Costa County
383,28,94525,970,1190,1590,1850,2016,Contra Costa County
384,24,94525,930,1150,1570,1890,2015,Contra Costa County
385,28,94525,1550,1960,2720,3130,2018,Contra Costa County
386,27,94569,1210,1500,2050,2460,2014,Contra Costa County
387,29,94569,1210,1480,1980,2370,2017,Contra Costa County
388,26,94569,1290,1530,2070,2570,2012,Contra Costa County
389,30,94569,1670,2100,2900,3560,2019,Contra Costa County
390,26,94569,1170,1440,1970,2360,2013,Contra Costa County
391,26,94569,1300,1530,2060,2410,2011,Contra Costa County
392,29,94569,1370,1680,2250,2610,2016,Contra Costa County
393,25,94569,1280,1580,2160,2590,2015,Contra Costa County
394,29,94569,1550,1960,2720,3130,2018,Contra Costa County
395,28,94585,1060,1330,1960,2330,2014,Solano County
396,30,94585,1150,1440,2100,2540,2017,Solano County
397,27,94585,1270,1460,2050,2520,2012,Solano County
398,31,94585,1390,1690,2440,2960,2019,Solano County
399,27,94585,1060,1330,1960,2330,2013,Solano County
400,27,94585,1310,1500,2100,2590,2011,Solano County
401,30,94585,1170,1470,2140,2570,2016,Solano County
402,26,94585,1100,1380,2030,2420,2015,Solano County
403,30,94585,1260,1550,2260,2740,2018,Solano County
404,29,94103,1060,1310,1790,2150,2014,San Francisco County
405,31,94103,1610,1970,2640,3150,2017,San Francisco County
406,28,94103,1090,1290,1750,2170,2012,San Francisco County
407,32,94103,2250,2810,3670,3920,2019,San Francisco County
408,28,94103,1020,1260,1730,2070,2013,San Francisco County
409,28,94103,1190,1400,1880,2200,2011,San Francisco County
410,31,94103,1210,1480,1980,2300,2016,San Francisco County
411,27,94103,1120,1380,1890,2270,2015,San Francisco County
412,31,94103,2170,2720,3530,4350,2018,San Francisco County
413,30,94565,1180,1460,2000,2400,2014,Contra Costa County
414,32,94565,1790,2190,2930,3500,2017,Contra Costa County
415,29,94565,1230,1460,1980,2450,2012,Contra Costa County
416,33,94565,1670,2100,2900,3560,2019,Contra Costa County
417,29,94565,1130,1400,1920,2300,2013,Contra Costa County
418,29,94565,1240,1460,1960,2300,2011,Contra Costa County
419,32,94565,1300,1590,2130,2470,2016,Contra Costa County
420,28,94565,1250,1540,2110,2530,2015,Contra Costa County
421,32,94565,1700,2140,2950,3620,2018,Contra Costa County
422,31,94903,1600,1970,2700,3240,2014,Marin County
423,33,94903,2300,2810,3760,4500,2017,Marin County
424,30,94903,1660,1970,2670,3310,2012,Marin County
425,34,94903,2510,3120,4070,4330,2019,Marin County
426,30,94903,1540,1900,2600,3120,2013,Marin County
427,30,94903,1670,1960,2640,3080,2011,Marin County
428,33,94903,1760,2160,2890,3360,2016,Marin County
429,29,94903,1680,2080,2850,3420,2015,Marin County
430,33,94903,2770,3460,4520,4810,2018,Marin County
431,32,94520,1030,1270,1740,2090,2014,Contra Costa County
432,34,94520,1590,1940,2600,3100,2017,Contra Costa County
433,31,94520,1110,1310,1780,2200,2012,Contra Costa County
434,35,94520,1670,2100,2900,3560,2019,Contra Costa County
435,31,94520,1000,1230,1680,2020,2013,Contra Costa County
436,31,94520,1190,1400,1880,2200,2011,Contra Costa County
437,34,94520,1150,1410,1890,2190,2016,Contra Costa County
438,30,94520,1090,1340,1830,2200,2015,Contra Costa County
439,34,94520,1770,2220,3070,3770,2018,Contra Costa County
440,33,94572,920,1140,1560,1870,2014,Contra Costa County
441,35,94572,1590,1940,2600,3100,2017,Contra Costa County
442,32,94572,890,1060,1440,1780,2012,Contra Costa County
443,36,94572,1670,2100,2900,3560,2019,Contra Costa County
444,32,94572,890,1100,1510,1810,2013,Contra Costa County
445,32,94572,1300,1530,2060,2410,2011,Contra Costa County
446,35,94572,1120,1370,1840,2130,2016,Contra Costa County
447,31,94572,970,1200,1640,1970,2015,Contra Costa County
448,35,94572,1620,2030,2800,3440,2018,Contra Costa County
449,34,94553,1130,1390,1900,2280,2014,Contra Costa County
450,36,94553,1870,2280,3050,3650,2017,Contra Costa County
451,33,94553,1200,1420,1930,2380,2012,Contra Costa County
452,37,94553,1670,2100,2900,3560,2019,Contra Costa County
453,33,94553,1090,1340,1830,2200,2013,Contra Costa County
454,33,94553,1210,1420,1910,2230,2011,Contra Costa County
455,36,94553,1340,1640,2200,2550,2016,Contra Costa County
456,32,94553,1190,1470,2010,2410,2015,Contra Costa County
457,36,94553,1820,2280,3150,3860,2018,Contra Costa County
458,35,94547,1430,1770,2420,2910,2014,Contra Costa County
459,37,94547,2110,2580,3460,4130,2017,Contra Costa County
460,34,94547,1670,1980,2680,3320,2012,Contra Costa County
461,38,94547,1900,2370,3260,4000,2019,Contra Costa County
462,34,94547,1390,1710,2340,2810,2013,Contra Costa County
463,34,94547,1300,1530,2060,2410,2011,Contra Costa County
464,37,94547,1580,1940,2600,3010,2016,Contra Costa County
465,33,94547,1510,1870,2560,3070,2015,Contra Costa County
466,37,94547,2090,2620,3620,4440,2018,Contra Costa County
467,36,94963,1460,1800,2460,2960,2014,Marin County
468,38,94963,3710,4530,6070,7250,2017,Marin County
469,35,94963,1540,1820,2470,3060,2012,Marin County
470,39,94963,2290,2860,3730,3970,2019,Marin County
471,35,94963,1400,1730,2370,2840,2013,Marin County
472,35,94963,1550,1820,2450,2860,2011,Marin County
473,38,94963,2140,2630,3520,4090,2016,Marin County
474,34,94963,1530,1890,2590,3100,2015,Marin County
475,38,94963,2540,3170,4140,4410,2018,Marin County
476,37,94938,1300,1610,2200,2640,2014,Marin County
477,39,94938,2180,2660,3560,4260,2017,Marin County
478,36,94938,1290,1530,2070,2570,2012,Marin County
479,40,94938,2250,2810,3670,3920,2019,Marin County
480,36,94938,1260,1550,2120,2550,2013,Marin County
481,36,94938,1550,1820,2450,2860,2011,Marin County
482,39,94938,1690,2070,2770,3220,2016,Marin County
483,35,94938,1380,1700,2330,2790,2015,Marin County
484,39,94938,2500,3120,4070,4350,2018,Marin County
485,38,94502,1130,1400,1920,2300,2014,Alameda County
486,40,94502,2670,3260,4370,5220,2017,Alameda County
487,37,94502,1210,1430,1940,2400,2012,Alameda County
488,41,94502,2510,3150,4350,5330,2019,Alameda County
489,37,94502,1090,1350,1850,2220,2013,Alameda County
490,37,94502,1220,1430,1920,2250,2011,Alameda County
491,40,94502,2140,2630,3520,4090,2016,Alameda County
492,36,94502,1200,1480,2030,2430,2015,Alameda County
493,40,94502,2780,3490,4830,5920,2018,Alameda County
494,39,94509,1070,1320,1810,2170,2014,Contra Costa County
495,41,94509,1650,2010,2690,3220,2017,Contra Costa County
496,38,94509,1160,1370,1860,2300,2012,Contra Costa County
497,42,94509,1670,2100,2900,3560,2019,Contra Costa County
498,38,94509,1030,1270,1740,2090,2013,Contra Costa County
499,38,94509,1190,1400,1880,2200,2011,Contra Costa County
500,41,94509,1200,1470,1970,2280,2016,Contra Costa County
501,37,94509,1130,1390,1900,2280,2015,Contra Costa County
502,41,94509,1580,1980,2730,3350,2018,Contra Costa County
503,40,94960,1340,1660,2270,2730,2014,Marin County
504,42,94960,2010,2460,3300,3940,2017,Marin County
505,39,94960,1420,1680,2280,2820,2012,Marin County
506,43,94960,2250,2810,3670,3920,2019,Marin County
507,39,94960,1300,1600,2190,2630,2013,Marin County
508,39,94960,1430,1680,2260,2640,2011,Marin County
509,42,94960,1570,1920,2570,2980,2016,Marin County
510,38,94960,1420,1750,2400,2870,2015,Marin County
511,42,94960,2410,3000,3920,4350,2018,Marin County
512,41,94513,1540,1900,2600,3120,2014,Contra Costa County
513,43,94513,2550,3110,4170,4980,2017,Contra Costa County
514,40,94513,1500,1780,2410,2990,2012,Contra Costa County
515,44,94513,2320,2900,4010,4920,2019,Contra Costa County
516,40,94513,1480,1830,2510,3010,2013,Contra Costa County
517,40,94513,1300,1530,2060,2410,2011,Contra Costa County
518,43,94513,1830,2240,3000,3480,2016,Contra Costa County
519,39,94513,1620,2000,2740,3280,2015,Contra Costa County
520,43,94513,2570,3220,4450,5460,2018,Contra Costa County
521,42,94109,1130,1400,1920,2300,2014,San Francisco County
522,44,94109,1880,2290,3070,3660,2017,San Francisco County
523,41,94109,1200,1420,1930,2380,2012,San Francisco County
524,45,94109,2740,3390,4440,4700,2019,San Francisco County
525,41,94109,1090,1340,1830,2200,2013,San Francisco County
526,41,94109,1210,1420,1910,2230,2011,San Francisco County
527,44,94109,1390,1700,2280,2640,2016,San Francisco County
528,40,94109,1190,1470,2010,2410,2015,San Francisco County
529,44,94109,2930,3660,4770,5080,2018,San Francisco County
530,43,94521,1210,1500,2050,2460,2014,Contra Costa County
531,45,94521,1970,2410,3230,3860,2017,Contra Costa County
532,42,94521,1260,1490,2020,2500,2012,Contra Costa County
533,46,94521,1810,2260,3120,3830,2019,Contra Costa County
534,42,94521,1170,1440,1970,2360,2013,Contra Costa County
535,42,94521,1270,1490,2000,2340,2011,Contra Costa County
536,45,94521,1400,1720,2310,2670,2016,Contra Costa County
537,41,94521,1280,1580,2160,2590,2015,Contra Costa County
538,45,94521,2000,2510,3460,4250,2018,Contra Costa County
539,44,94930,1530,1890,2590,3100,2014,Marin County
540,46,94930,2060,2510,3360,4020,2017,Marin County
541,43,94930,1750,2070,2810,3480,2012,Marin County
542,47,94930,2250,2810,3670,3920,2019,Marin County
543,43,94930,1470,1810,2480,2970,2013,Marin County
544,43,94930,1760,2070,2780,3260,2011,Marin County
545,46,94930,1620,1990,2670,3090,2016,Marin County
546,42,94930,1610,1990,2730,3270,2015,Marin County
547,46,94930,2470,3080,4020,4350,2018,Marin County
548,45,94973,1460,1800,2460,2960,2014,Marin County
549,47,94973,2140,2610,3500,4180,2017,Marin County
550,44,94973,1540,1820,2470,3060,2012,Marin County
551,48,94973,3310,4130,5380,5730,2019,Marin County
552,44,94973,1400,1730,2370,2840,2013,Marin County
553,44,94973,1550,1820,2450,2860,2011,Marin County
554,47,94973,1640,2010,2690,3120,2016,Marin County
555,43,94973,1530,1890,2590,3100,2015,Marin County
556,47,94973,3670,4580,5970,6360,2018,Marin County
557,46,94933,1710,2110,2890,3470,2014,Marin County
558,48,94933,2140,2610,3500,4180,2017,Marin County
559,45,94933,1770,2100,2850,3530,2012,Marin County
560,49,94933,2290,2860,3730,3970,2019,Marin County
561,45,94933,1640,2030,2780,3330,2013,Marin County
562,45,94933,1550,1820,2450,2860,2011,Marin County
563,48,94933,1640,2010,2690,3120,2016,Marin County
564,44,94933,1800,2220,3040,3650,2015,Marin County
565,48,94933,2540,3170,4140,4410,2018,Marin County
566,47,94598,1460,1800,2460,2960,2014,Contra Costa County
567,49,94598,2330,2850,3820,4560,2017,Contra Costa County
568,46,94598,1490,1760,2390,2960,2012,Contra Costa County
569,50,94598,2260,2810,3870,4740,2019,Contra Costa County
570,46,94598,1400,1730,2370,2840,2013,Contra Costa County
571,46,94598,1490,1750,2350,2750,2011,Contra Costa County
572,49,94598,1670,2050,2750,3190,2016,Contra Costa County
573,45,94598,1540,1900,2600,3120,2015,Contra Costa County
574,49,94598,2410,3030,4180,5130,2018,Contra Costa County
575,48,94564,1250,1540,2110,2530,2014,Contra Costa County
576,50,94564,1890,2310,3090,3700,2017,Contra Costa County
577,47,94564,1290,1530,2070,2570,2012,Contra Costa County
578,51,94564,1710,2130,2930,3590,2019,Contra Costa County
579,47,94564,1200,1480,2030,2430,2013,Contra Costa County
580,47,94564,1300,1530,2060,2410,2011,Contra Costa County
581,50,94564,1390,1700,2280,2640,2016,Contra Costa County
582,46,94564,1310,1620,2220,2660,2015,Contra Costa County
583,50,94564,1870,2350,3250,3980,2018,Contra Costa County
584,49,94801,960,1180,1620,1940,2014,Contra Costa County
585,51,94801,1450,1770,2370,2830,2017,Contra Costa County
586,48,94801,1020,1210,1640,2030,2012,Contra Costa County
587,52,94801,1670,2100,2900,3560,2019,Contra Costa County
588,48,94801,920,1140,1560,1870,2013,Contra Costa County
589,48,94801,1190,1400,1880,2200,2011,Contra Costa County
590,51,94801,1050,1290,1730,2000,2016,Contra Costa County
591,47,94801,1000,1240,1700,2040,2015,Contra Costa County
592,51,94801,1550,1960,2720,3130,2018,Contra Costa County
593,50,94519,1230,1520,2080,2500,2014,Contra Costa County
594,52,94519,1980,2420,3240,3870,2017,Contra Costa County
595,49,94519,1420,1680,2280,2820,2012,Contra Costa County
596,53,94519,1760,2200,3050,3730,2019,Contra Costa County
597,49,94519,1180,1460,2000,2400,2013,Contra Costa County
598,49,94519,1300,1530,2060,2410,2011,Contra Costa County
599,52,94519,1410,1730,2320,2690,2016,Contra Costa County
600,48,94519,1300,1600,2190,2630,2015,Contra Costa County
601,52,94519,1950,2440,3380,4140,2018,Contra Costa County
602,51,94806,1080,1330,1820,2180,2014,Contra Costa County
603,53,94806,1610,1970,2640,3150,2017,Contra Costa County
604,50,94806,1160,1370,1860,2300,2012,Contra Costa County
605,54,94806,1670,2100,2900,3560,2019,Contra Costa County
606,50,94806,1040,1280,1750,2100,2013,Contra Costa County
607,50,94806,1190,1400,1880,2200,2011,Contra Costa County
608,53,94806,1180,1450,1940,2250,2016,Contra Costa County
609,49,94806,1130,1400,1920,2300,2015,Contra Costa County
610,53,94806,1690,2120,2930,3590,2018,Contra Costa County
611,52,94901,1250,1540,2110,2530,2014,Marin County
612,54,94901,1810,2210,2960,3540,2017,Marin County
613,51,94901,1320,1560,2120,2620,2012,Marin County
614,55,94901,2250,2810,3670,3920,2019,Marin County
615,51,94901,1200,1480,2030,2430,2013,Marin County
616,51,94901,1330,1560,2100,2450,2011,Marin County
617,54,94901,1390,1700,2280,2640,2016,Marin County
618,50,94901,1310,1620,2220,2660,2015,Marin County
619,54,94901,2450,3060,3980,4350,2018,Marin County
620,53,94531,1660,2050,2810,3370,2014,Contra Costa County
621,55,94531,2670,3260,4370,5220,2017,Contra Costa County
622,52,94531,1790,2120,2870,3560,2012,Contra Costa County
623,56,94531,2510,3150,4350,5330,2019,Contra Costa County
624,52,94531,1600,1970,2700,3240,2013,Contra Costa County
